excel_row,task_key,topic_relevance,stance_expression,stance_direction,stance_change,is_usable,training_grade,annotation_reason,confidence,matched_topic_terms,annotation_status
3032,1e3917998999704f5ca7b1c2b40dd449a986a440aeb6c2308f8606dfacfa2be8,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the carbon tax policy question or the post's claim. It lacks a stance and is unusable due to insufficient information.,high,,completed_relaxed_ai_annotation
3033,1043b08ddb83c5c6b91721e9cab1a375f3d25ced9f6400fc358bbdc3db4aa838,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic comment with no policy attitude or stance.,high,,completed_relaxed_ai_annotation
3034,2f01a71558511a0db8a8d879681c35937e28bce78501786c74b9548fc2ade48d,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic non-text comment with a reply containing a personal attack and a brief stance against taxes.,low,,completed_relaxed_ai_annotation
3035,20be7f2c3621611b969a1357971efc9f1b66b172eb971c5da5c949dbfd9b6e49,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic humor with no policy attitude or stance on carbon tax.,high,,completed_relaxed_ai_annotation
3036,1d0b32f00d305c03aae5ad575b5dc56bba088241d46e4a6a94a00ddec7e08bde,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Thread contains only hashtags and short replies with no policy attitude or stance on carbon tax.,high,,completed_relaxed_ai_annotation
3037,87ac5c3769ec2278db01c9266a278d6579707e805f125f9611b8687984c5c655,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Non-text comment and a reply with no policy attitude or stance on carbon tax.,low,,completed_relaxed_ai_annotation
3038,43761286840dea9f07927d3d07f68835cd693e7f867e8f49734420d44a7d7c29,relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"The comment is relevant as it questions the affordability impact of raising taxes, which is related to the carbon tax topic. It expresses an implicit stance opposing the idea that raising taxes makes life more affordable.",medium,indirect_relevance:carbon tax,completed_relaxed_ai_annotation
3039,537059c7f15adbd0227d30093f3063520ddecc6c672bb340defff9dad00a1d2b,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic comment with no policy attitude or stance.,high,,completed_relaxed_ai_annotation
3040,33f6e340c7d60fdca2e82dca54346cfa6d9a627741438086aca3d62982bc4b2f,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic due to lack of connection to carbon tax policy; contains only an insult.,high,,completed_relaxed_ai_annotation
3041,3b95ce95be7ed5f39ef62a6097f91e847b464396373f10e70aa8b1b293175e11,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic and lacks a stance on the carbon tax policy question.,high,,completed_relaxed_ai_annotation
3042,cd5a0f6bfd81f6a7c3d909d0cff00572c4337ba4e253ae29ed7d637b552a43ee,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic comment with no policy attitude or stance.,high,,completed_relaxed_ai_annotation
3043,3380979b3964c4640cc73c15655ee756a0c41969bd727a55b321e6a414086382,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment mentions an increase in electric bills, which is indirectly related to the carbon tax topic but does not include direct terms like 'carbon tax'.",medium,indirect_relevance:carbon tax,completed_relaxed_ai_annotation
3044,b9d9a1033bbdefad163d02cad99ec354810251d2055c3c1f02103d203d856bbc,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic due to insufficient connection to carbon tax policy; contains no relevant terms or stance.,low,,completed_relaxed_ai_annotation
3045,b471df055e0b31ad3637217a656ba04b51d56fbc8bbbe387f7205068115023c8,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the carbon tax policy question and contains no relevant terms.,high,,completed_relaxed_ai_annotation
3046,cbd245aaa3b1019686375f9c7fa82ce62cf91815d9e42cf2b109da49bb7d7463,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the carbon tax policy question or the post's claim.,high,,completed_relaxed_ai_annotation
3047,4b426af880de28dfe7a3a4186a4dc6402399adce9235cfea28ad293755a74cc4,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic due to insufficient content and no direct connection to the carbon tax topic.,low,,completed_relaxed_ai_annotation
3048,9a2ecd497a460f09355e16af3c2e4201f3e1e9596041a3c99e926213904bf015,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic and lacks a stance on the carbon tax policy question.,high,,completed_relaxed_ai_annotation
3049,1704103ffcdf591666888bb042b553d319124820d29882fbca9f133c27793f03,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The thread is off-topic as it contains a personal attack without a policy attitude on carbon tax.,high,,completed_relaxed_ai_annotation
3050,5a3028b57d9e8547f065b5e3882a7ba5ebe2da28072e1a68cc9908f01349945f,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The thread is off-topic as it discusses cold weather in Virginia without addressing the carbon tax policy question.,high,,completed_relaxed_ai_annotation
3051,0b4153007d999094e24979d07f0ef8f0f4f4af653e9191690daae4e966673ea9,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic and lacks a stance on the carbon tax policy question.,high,,completed_relaxed_ai_annotation
3052,c1ebdbf25e4349d10d714898d7a515d5a71788c571755c4d081af2c7d4fb2190,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic and irrelevant to carbon tax policy.,high,,completed_relaxed_ai_annotation
3053,8853610835920267a4ca67f7ab6e9fb4b657b2900c3c86ce9a96cd5b78bbaa1b,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not mention or address the carbon tax or its implications directly.,high,,completed_relaxed_ai_annotation
3054,137008604d8f52f48cb2852dd3412dda44eb2535fc89614d3a42b71b4b28e6da,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic with no policy attitude or stance.,high,,completed_relaxed_ai_annotation
3055,7e5b3a22fd15ee66919e0d66d821acc499daa724c322e665809cd8f10a8fae15,strongly_relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,Comment is relevant to carbon tax as it connects to climate change and criticizes an alternative policy (data centers). Stance is implicit in the suggestion that the speaker would prioritize climate action differently.,medium,climate change,completed_relaxed_ai_annotation
3056,14a891da01a880b5271415e807fb25fa426aade70b0600fb0b62369588df7006,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic due to non-text comment. No stance or relevance to carbon tax policy.,high,,completed_relaxed_ai_annotation
3057,5a965c0c76350581ad4d54c5b5b630c5db7ca88f11351fa3c6c1f671a3b91d64,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic comment with no policy attitude or stance on carbon tax.,high,,completed_relaxed_ai_annotation
3058,e0ed52fb775b9a29a42a3e67aa139d60a97bddc546b925f1c20290cf82d6b1c2,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic comment with no policy attitude or stance.,high,,completed_relaxed_ai_annotation
3059,40eee461e16566e71af63bf0c8ed384b39d32ee9e11f472f51f19977e92fe723,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic comment about a political figure with no stance on carbon tax policy.,high,,completed_relaxed_ai_annotation
3060,3dd4ea12f5f2cdd59e05e12acc5777b6a4e699f20935196e4f191e121c8b99a4,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,core_usable,Strongly relevant to carbon tax policy; explicit stance opposing Biden's policies; usable with core argument about economic impact.,medium,carbon credits | EPA mandates,completed_relaxed_ai_annotation
3061,0ffa2ec4de57062ed8e8f69611cf57f9c43ebf65d3933e6c1d8496dcd245cf3a,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment is relevant as it discusses an electric tax on Virginians, which is a related policy topic. However, it provides a factual statement without expressing a clear stance on the carbon tax.",medium,electric tax,completed_relaxed_ai_annotation
3062,cb9522aead6aa9dbd4323a166b171f8d98f2326a603d703323dceb15c995025c,strongly_relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment is relevant as it questions the carbon tax, but no explicit or implicit stance is expressed.",medium,carbon tax,completed_relaxed_ai_annotation
3063,601ab53127ff08b30f522021b2b14a9000e9c6c3d81f87a0e28eeae8db6b97a7,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic comment with no policy attitude or stance.,high,,completed_relaxed_ai_annotation
3064,9361ea16b680d486b8dc6ecf8fb384e2fb28de3cad7007d8d9c720dd2fedcaaf,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Thread discusses political frustration but does not address carbon tax policy directly.,medium,,completed_relaxed_ai_annotation
3065,f2114f4f878e41e06523a4cbd9c18e1d53cc9834a41e7e79d40a93f03a6a171f,relevant,implicit_stance,mixed_or_unclear,insufficient_evidence,yes,borderline_sample,"Thread discusses renewable vs. reliable energy and environmental impact of batteries, indirectly related to carbon tax topic. No explicit stance on carbon tax, but implicit support for alternatives to fossil fuels.",medium,indirect_relevance:carbon tax,completed_relaxed_ai_annotation
3066,30783fc14bafa8230a2f97dc4fd52d6304b9c2c8c55f63203f6f339a1448cf8a,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,core_usable,"Strongly relevant to carbon tax, explicit stance opposing it, usable with core reasoning about tax fairness and data centers.",high,carbon tax,completed_relaxed_ai_annotation
3067,e384d03373d2269a45e728b4ee4848928ce7a655802e3ffa8b9152021a12185c,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"Thread discusses carbon tax, with explicit stance in favor. Short but clear policy attitude.",high,carbon tax,completed_relaxed_ai_annotation
3068,f8e5332ef54e07de49bf1730b2edec0352f9d3129936e5ba66ae38059c00942b,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,Thread discusses Virginia's budget as a vehicle for policy changes but does not directly address carbon tax stance.,medium,indirect_relevance:carbon tax,completed_relaxed_ai_annotation
3069,ed61b2b9754dce321cfc21900a44852348f68bbb4fa6d880de80cf8c1a312732,relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"The comment is relevant as it references 'affordability' and 'scam', which are indirectly related to the carbon tax topic. However, no direct topic terms appear in the comment, and the stance is implicit.",medium,indirect_relevance:affordability,completed_relaxed_ai_annotation
3070,84f05ff5719f8d112552ef15080b170d3ef790fa4e23d8db83691eaaaba47d27,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic and lacks a policy attitude.,high,,completed_relaxed_ai_annotation
3071,7ae28dd8990ee4465f06496790ac2a86c0632795d0de1b8541526ec284f8577d,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Non-text comment with no policy attitude or stance.,high,,completed_relaxed_ai_annotation
3072,cb8b51aed403f6757e41b127fc0ce2236e3113130c0a82953f220ab54726ee76,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Thread discusses CO2 and climate change but does not mention carbon tax or the post's claim directly.,medium,,completed_relaxed_ai_annotation
3073,ac421eef84d6a128190157fae9908d5adfb8f9bb45bfbee288b945caa9ff4d1d,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,core_usable,Strongly relevant to carbon tax and political stance; explicit opposition to Spanberger's policies including tax; usable with core reasoning.,medium,Taxes,completed_relaxed_ai_annotation
3074,25fee6e9133969e0244ff32eeae68313d743a964d31847371509a108f949ca68,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Comment is off-topic, unrelated to carbon tax policy, and lacks stance on the topic.",high,,completed_relaxed_ai_annotation
3075,8711434fede3879f285279ae8454e7707b1e0b1b1b6c33660923d3a0b31a6d4b,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The thread is off-topic as it does not address the carbon tax policy question or the post's claim. It contains no relevant terms or stance on the topic.,high,,completed_relaxed_ai_annotation
3076,2616c0eb948239cc05de9b7339ee8ef8827b41bf40e87b64d34a3e885298b8fe,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Thread discusses inflation rates and affordability, but does not directly address the carbon tax policy question. No explicit or implicit stance on the carbon tax is expressed.",medium,,completed_relaxed_ai_annotation
3077,b3f4f93539d330e71e98730005f76c0cc741b7826bedc37d649162753d9835e6,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Comment mentions 'carbon tax' in context of opposing it, but the term 'carbon tax' is not directly present in the comment text.",medium,,completed_relaxed_ai_annotation
3078,5bc13c3c32019021fa65b3589be086594aaef91305c020af14bb8f476ba1e366,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The thread is off-topic as it does not address the carbon tax policy question or the post's claim. The comments are irrelevant and lack a policy stance.,high,,completed_relaxed_ai_annotation
3079,ea89e517ba7dcbc1dda5106ce99693c2a033483dd901ea92bdb4011d4c9548f8,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Thread discusses political figures and election outcomes, not the carbon tax policy question. No stance on the topic is expressed.",high,,completed_relaxed_ai_annotation
3080,b8b5311a29140c46017df863766dec2f77ef875628be6d6f337748ef51ede06c,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic due to personal attack with no policy attitude on carbon tax.,high,,completed_relaxed_ai_annotation
3081,b2916c41d48823a550332e97c52b93550079382c182862ec870e0130a819227d,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic due to insufficient content and no direct connection to the carbon tax topic.,low,,completed_relaxed_ai_annotation
3083,543436649df167b3acc71af8b6c405662e2591b0887fb2b57fcab190fcd38f55,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Thread discusses a political figure's actions and stance, but no direct policy attitude on carbon tax is expressed.",medium,,completed_relaxed_ai_annotation
3084,7c1981815e9711eaedd4e6844643fa399acbc3f26b6c83d61791b95c00270ae5,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not mention carbon tax or related policy terms and lacks a clear stance on the topic.,high,,completed_relaxed_ai_annotation
3085,c97f6a6790ba36bdc57629d2308f37b3a5e099030175b93707bca13baaa8f47d,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Thread discusses political accountability and election outcomes, not the carbon tax policy itself. No stance on the carbon tax topic is expressed.",medium,,completed_relaxed_ai_annotation
